"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000141580",118.341911944973,2.22370601416755,0.283368942317816,7.8473879175987,4.24791758631848e-15,1.49054003731542e-13
"ENSG00000004866",304.844146664738,2.19525263875354,0.279813859656976,7.84540351734078,4.31563537030587e-15,1.5117942215665e-13
"ENSG00000078808",45.9747810793448,2.57300578673311,0.328067149621906,7.84292419920274,4.40173721240333e-15,1.53813636347871e-13
"ENSG00000165458",67.6527508920454,2.47675678426433,0.315822077227425,7.84225348021129,4.42531915562955e-15,1.54510091343874e-13
"ENSG00000069966",1006.46367651197,2.28892596829232,0.291945804782568,7.84024271216034,4.4967640284607e-15,1.56616924602775e-13
"ENSG00000101945",18.3820216998351,3.17292062400695,0.404722742886372,7.83973888242243,4.5148428458223e-15,1.56988171492738e-13
"ENSG00000035403",16843.2330699031,2.31997698103038,0.296445494520156,7.82598158486309,5.03711072502619e-15,1.73015758564069e-13
"ENSG00000147394",4109.32540063625,2.45063239375973,0.313819768836554,7.80904403455885,5.76233669613623e-15,1.95545149936164e-13
"ENSG00000159461",521.183379249098,2.52529293249171,0.323890470034645,7.79674972289734,6.35220482529869e-15,2.14218186615096e-13
"ENSG00000165646",74.1912701820899,3.00639369966995,0.385866376194834,7.79128186632136,6.63327519237427e-15,2.22073027148498e-13
"ENSG00000070214",608.725749248794,2.09052357330095,0.268770070601245,7.77811148623949,7.36151833001456e-15,2.44519129647744e-13
"ENSG00000185052",309.245056974813,2.64227881423507,0.34109994799958,7.7463477486028,9.45732870968991e-15,3.07630387238119e-13
"ENSG00000205639",399.68289952789,2.66807943537637,0.344676726806961,7.74081691007427,9.87800599050866e-15,3.18846361174946e-13
"ENSG00000090372",478.704335278381,2.68814022987307,0.348893509907084,7.70475848229153,1.31090980576635e-14,4.11221425134282e-13
"ENSG00000070614",269.816535420678,2.4485942422153,0.31785255761315,7.70355368728989,1.32333470445956e-14,4.14811516211965e-13
"ENSG00000125952",6158.81827022624,2.0563846644239,0.266975942224436,7.70250924967304,1.33419957038348e-14,4.17798314675065e-13
"ENSG00000078902",361.631305016474,2.38256114776293,0.309401539545741,7.70054716360162,1.35484820452145e-14,4.22810556568835e-13
"ENSG00000101460",24.3279323687084,3.5254604972134,0.45797598131903,7.6979157008619,1.38303558301919e-14,4.29390438493199e-13
"ENSG00000100994",1260.44010010307,2.68027776222246,0.348217878213787,7.69712852186446,1.39157914925055e-14,4.31094105847992e-13
"ENSG00000167522",430.976779311741,2.14515580737667,0.279123506036455,7.68532839758932,1.5260503130473e-14,4.68294931814523e-13
"ENSG00000102225",98.3042767519559,2.66933036951346,0.34797174406371,7.67111242522249,1.70511009291483e-14,5.161312146057e-13
"ENSG00000139211",171.425682444253,2.31403162794174,0.302320610948036,7.65423045648544,1.94473253817293e-14,5.79136149316425e-13
"ENSG00000151748",527.879437685774,2.18454870917407,0.2858048840503,7.64349677379763,2.11400428551956e-14,6.19946773044568e-13
"ENSG00000103942",314.912201540593,2.82848717278739,0.370376580855392,7.63678731051229,2.22708946184113e-14,6.47723331661382e-13
"ENSG00000164620",13.7321112851224,4.04823968189168,0.530312874971425,7.63368168670205,2.28142805157266e-14,6.61707956534615e-13
"ENSG00000143595",352.193421314194,2.72381141296452,0.35744157242151,7.62029831760165,2.53090116807525e-14,7.22185736543764e-13
"ENSG00000007520",15.8408519246583,3.88909909660285,0.510696094723832,7.61529045704951,2.63099145692236e-14,7.47721057639917e-13
"ENSG00000151502",194.818910523034,2.50675959661246,0.329260201430813,7.61330882298936,2.67166393116678e-14,7.57753368466384e-13
