"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000071127",5131.2423499004,2.44626033922547,0.346862017919646,7.05254600632625,1.75673300661008e-12,2.13264605894802e-10
"ENSG00000197324",380.872228662541,2.61058343463307,0.370284370960356,7.05021232157966,1.78644988609118e-12,2.16301471734356e-10
"ENSG00000165458",82.5597990164501,2.44597776045771,0.34740200007061,7.04077051934232,1.91179647648934e-12,2.29665158964163e-10
"ENSG00000072110",7161.3975121638,2.75325833060757,0.391730644936141,7.02844764942093,2.08843950636174e-12,2.47652323937381e-10
"ENSG00000180233",144.908610711713,2.59567400980509,0.36952877881757,7.02428108065306,2.15171255810264e-12,2.54499472489209e-10
"ENSG00000133069",418.617736299435,2.66678110497641,0.381126109681835,6.99710945335821,2.61297156633097e-12,3.0206739137409e-10
"ENSG00000187800",803.937313780196,2.73987813688328,0.391694509611158,6.99493628236763,2.65379509510046e-12,3.06017825377374e-10
"ENSG00000140854",90.014813073249,2.76112787486522,0.395032825212298,6.98961630183856,2.75639038357184e-12,3.14693601856428e-10
"ENSG00000157045",189.451709447915,2.2495003212528,0.321915885571331,6.98785124337814,2.79128106945207e-12,3.17888222785866e-10
"ENSG00000068831",681.018753398231,2.55043887594026,0.365855706702134,6.97116056745489,3.14336951847279e-12,3.49339206630273e-10
"ENSG00000254481",394.163912985059,2.68207571413001,0.386021945945102,6.94798765278345,3.70533424248206e-12,4.02081199284433e-10
"ENSG00000213445",79.6555146253114,2.64691280777931,0.381826421316865,6.93224109177799,4.14225211193042e-12,4.42192621043895e-10
"ENSG00000124302",76.0957303460112,4.11391088943782,0.593713886180499,6.92911347569041,4.23486017471092e-12,4.51032214440855e-10
"ENSG00000205531",620.115718411457,2.05838252709488,0.298591068877134,6.89365068699319,5.43784587756879e-12,5.59721004087114e-10
"ENSG00000197226",322.178527693075,2.86702795938974,0.416366662676021,6.88582496245768,5.74536000031129e-12,5.86128633291181e-10
"ENSG00000005961",12638.2115811821,3.2015338992565,0.466000729571372,6.87023366294142,6.40968279503526e-12,6.4673137149029e-10
"ENSG00000184500",1431.54834578686,2.93758158072939,0.428064087282961,6.8624808013562,6.76748363732994e-12,6.75427163022886e-10
"ENSG00000236279",94.06727948466,3.61518391549448,0.526889925555417,6.86136466109798,6.82058045025902e-12,6.78618912824394e-10
"ENSG00000156515",1818.73349229225,2.53469753132501,0.369425392687361,6.86118924551048,6.82896232640066e-12,6.78618912824394e-10
"ENSG00000181751",145.843413751636,2.47582492047397,0.362393458126752,6.83186979497853,8.38149086975005e-12,8.03400822744167e-10
